,rating,review
228,4,PICTURE QUALITY OF THIS 4K TV  IS POOR.ITS BELOW HD STANDARD EVEN WHEN ITS CONNECTED TO FULL HD CONNECTION.PLEASE DONOT WASTE YOUR MONEY.BAD BAD EXPERINCE WITH THOMPSO TV.READ MORE
229,5,"Review after using for a month. Pic quality is decent for the price. Issues with software and boot up, needs a reset on date /time settings each time you switch on (should've been resolved through updates) . Issues with connectivity due to single WiFi band and conflict between Bluetooth and WiFi at the same time. TV at the price. The sound is OK for a TV but for music, you might want to attach a sound bar. With so many other choices, can skip this one.READ MORE"
230,5,Superb picture quality in this price range and sound also have a good clarity. I'm satisfied with this TV.But some negligible scratches on screenREAD MORE
231,5,Picture quality is awesome. Overall performance is good.READ MORE
232,3,ExcellentREAD MORE
233,5,"Wifi connection issue, not able to deliver 60 hrz means No HDR on gaming consoles, an average product with production issue in connectivity, android OS and choppy performance. But frankly speaking I belive these issues could be improved with the software update in future. Sound is good with external 5.1 and 7.1 dolby audio works great. There is scope of improvement as per my recent interaction with Thompson.READ MORE"
234,4,"The remote stops working in a month of use, facing lots of issues due to this. Also, if I want to buy the remote online separately, it is not available.READ MORE"
235,5,The features of the product as compared to the price is excellent. Installation and demo was done on time within 48 hours of delivery. Picture and sound quality is also very good.READ MORE
236,5,Value for money for the price tag. 4K YouTube videos are really great. Need to see how it performs in long run.READ MORE
237,5,Great product --Thomson oath proGood picture quality Good sound Good connectivityGood product ....READ MORE
238,5,Value for money thank you flipkart😀READ MORE
240,5,I humble request to all plz do not buy this product.READ MORE
241,5,Best Tv picture quality super 10/9Sound quality 10/8Cable TV picture 10/7Setup box HD video 10/8Setup box normal video 10/74K video 10/10READ MORE
242,4,replacement TV is also a defective piece. within 1 month this is the second TV and still the problem continues.READ MORE
243,5,Value for money (picture quality and sound )READ MORE
244,3,very goodREAD MORE
245,3,"I'm reviewing after 3 months use .. I strongly suggest each and everyone go with this tv because of the look and picture quality, no connectivity issue even I can play 4k videos without buffer in any apps with mobile hotspot and with jiofi router also even this tv with single bad wifi connectivity also, excellent tv I purchased after I returned hisense tv 50inch..READ MORE"
246,5,Very nice product...READ MORE
247,5,Simply awesomeREAD MORE
248,5,Very good quality picture. Sound is also ok ok. Could be better. 4k quality is very good. Price is also good. On time delivery and installation demo good.READ MORE
250,4,Thomson led tv 55 inch its worth and Good.READ MORE
251,5,Good Tv but no correct demo by jeevesREAD MORE
252,4,Picture clarity excellent..READ MORE
253,5,"Display good, sound good, connectivity and mirroring good. No option to change MEMC. But HDR and HLG works fine. I hope software updates can fix the setting availability on USB and while using OTT platform.READ MORE"
254,5,One month working then no displayREAD MORE
255,5,Awesome product. Value for money.loved it.😊READ MORE
256,5,"Very bad product, sound quality is horrible. Flipkart delivery person was very rude, Did not install product properly. No settings were explained. Picture is dim and distorted. Overall very bad experience of buying TV from Flipkart.  USB and HDMI port is place in the middle of the TV from backside, hence if installed on wall , hands can not reach there for connecting cable. This TV is worst TV. Never BUY TV from Flipkart.READ MORE"
257,4,Don't buy this Tv. Low picture quality. Low sound effect.  I am completely disappointed on this Tv. I requested all people don't buy this product. Technical team not support properlyREAD MORE
258,5,Bad sound quality. No basssgoogle assistant does not workdont fall for 30wats speakers. sound quality is too bad yaar...it sucksREAD MORE
259,5,"Best tv under 25k,great picture quality with good connectivity options and solid build quality.overall it'smust buy .READ MORE"
260,4,"Two out of three hdmi ports are not working.Poor service,Difficult to reach company.No proper website detailsCustomer care no. Is working limited timeAfter calling to customer care, they are asking for video of problem and email for complaint.Very poor serviceREAD MORE"
261,5,"Don't buy the thomson tv , the didn't respond you whenever u have problem in tv. When I have problem in tv i made complaint on 26.06.2021 they responded on 02 July 2021 and visited on 6.07.2021 After visiting , they didn't respond till today on 28.07 2021READ MORE"
262,5,"Encountered problem on the first day when Power button did not work on my TV, but was automatically started working on the next day, then after just 7 days it was not working, If this is the quality being used then I think I will sell off this TV to get a new one instead.READ MORE"
263,5,One of the worst TV ..people are giving good comments only for 3 month free warranty ..you can check all comments on thomsan page ..as we also purchased the tv and it worked for 5-7 days only and now getting the white screen and it's been 10 days following up with the team and flipkart also but no one is responding properly on the complaint and just asking to wait for 48 hours. Service is more pathetic than TV.READ MORE
264,4,Not good QulityREAD MORE
265,5,MarvellousREAD MORE
266,4,Best buy.. Great Audio and Video..Go for it.READ MORE
267,5,Picture quality is good.Sound quality is awesome.TV is good as per budget.READ MORE
268,5,"Received the product but installation guys are worst ,contacted Flipkart customer care but I didn't received any positive  response .It's been 5 days and no installation guy arrived.contacted filkart customer care many times .they are extending the dates simply.And I can see the status as installation is completed and return date in 5 days.It seems to be very irresponsible service.Waited for a week and again postponed the installation date after 3 days.No use of contacting the customer ...READ MORE"
269,5,Looks Premium in low price....and brand is also good....satisfied!READ MORE
270,5,Full paisa wasool .Thanks flipkart.READ MORE
271,5,"Picture clarity good, sound quality ok but main problem is whenever we turn on the tv it says wifi access not there and we need to restart the wifi.secondly while watching programs on prime video tv suddenly switches off after 1-2hrs and happens till the program finishes.There is a line on the screen which keeps flickering and tv sometimes get hang or swich off while watching programs in between.Otherwise good buy for this rate but this issue makes us think whether it is a bug or any defect.READ MORE"
272,3,"Good product. Configuration, quality and appearance is looking good, delivery and installation done in right time, demonstration done is appreciated.Need to extend the product warranty, please advise.READ MORE"
273,4,Value for money..READ MORE
274,3,Very good smart TV in this price...READ MORE
275,3,Great value of money and it could compete the branded tvREAD MORE
276,4,IPS panel is very good. Unlike VA panel of my other tv it's visibility is superb from every corner of room. Sound quality is above average.Definitely better than MI tv I used before.READ MORE
277,5,Super value for moneyREAD MORE
278,4,TV is Excellant at this price range and performing wellREAD MORE
279,5,Value for money and good picture quality. OS is smooth and speakers give good outputREAD MORE
280,4,It is a fantastic experience with Thomson... Sound quality is excellent.. good quality picture... User friendly access with the remote..READ MORE
281,4,Quality of sound and picture is very good. Display is almost bezelless and standard definition quality is average. I found all the features that thompson and flipcart shows but i do not find MEMC option in advanced video setting.READ MORE
282,4,"Very good product, beyond what I thought, its features so far, price and limited, the installation was fixed very quickly. The demo was all good. The sound, picture clarity and quality are excellent.READ MORE"
283,4,TV picture good and sound is good but internet connectivity average many time buffering. Budget TV but improve connectivity ThomsonREAD MORE
284,4,"4K SDR content looks and plays great even at 60fps refresh rates. 1080p from my TataSky HD Set-top box also looks great. The panel is good for this price range, however, it fails to play HDR properly. I've tried playing titles like Jack Ryan and Electric Dreams from Prime Video, and the display colors appear washed out and flat. You can even see the colors breaking down and forming contours due to improper mapping of HDR to SDR. The same content when I played in SDR from my pen drive appeared...READ MORE"
285,5,Totally waste of money don't go with this product and kodaq tv both are same company. Don't have service centre and no support from brand also if u took product online u don't have any option to return or replacement and no one will take care of any issue totally waste of money and if you buy this so don't expect anything just think u r money gone and if any issue u r facing so no one help you ok. Don't go with thisREAD MORE
286,5,Superb...Nice performance Sound is best..Picture Quality is excellent...READ MORE
287,4,"Everything is fine but screen mirroring is Wasted...Google Home app is Third class app till now I used...I thought my phone will directly connect to TV through Screen Mirror but no that is not working, because of that Google Home Screen Mirroring Its not playing smoothly...It's not working properly, fraction of seconds it's delayed...READ MORE"
288,5,Its a value for money.Go for it without any doubt.Have features of price range more than 45k.READ MORE
289,5,Please Don't buy I just bought the TV in the year 2021 and it's now not workingI suspect it was related to some technical problems.READ MORE
290,4,"Very bad product.Don't buy any product of this brand. As soon as the warranty period is over, the problem will come.READ MORE"
291,4,"Never buy this item from Flipkart online.hardware, configuration is not upto mark..My tv is not functioning Just after 4 month.waste ur money.READ MORE"
292,5,Buying after 3 months only TV got effected with white screenREAD MORE
293,5,Two times Display goneREAD MORE
294,5,Local product. People please don't purchase this one.READ MORE
295,5,"Picture quality,Sound awesome.Home theater No need. Everything is good.READ MORE"
296,5,Very very bad product After sale  service is  worse friends plz dont waste your money hated itREAD MORE
297,5,Sound not working worst productREAD MORE
298,5,Nice elegantREAD MORE
299,5,Basically picture quality is overall good and sound quality aswell the same i found issue in connectivity i have to connect this t.v with a separate router...Go for it if you have router on the same floor...READ MORE
300,5,"Had a good service from Flipcart, Delivery and installation experience was really nice.. TV picture is excellent and sound quality is also fine.READ MORE"
301,5,"Writing review after 2 month of use,TV is working well, no issue in connectivity , picture quality for Both HD & SD content is nice. Sound is good enough. Only pre loaded content is very less, u have to install most of the app but at same time storage is very less. Over all i find good TV & Budget friendly. U con go for it.READ MORE"
302,4,Its good and worthable productREAD MORE
303,5,"Good tv under budget..good picture quality,decent sound quality with stylish design best buy.READ MORE"
304,5,Excellent picture qualityREAD MORE
305,3,Very good productREAD MORE
306,5,Very good but tv panel is very delicateREAD MORE
307,5,Good product. Value for moneyREAD MORE
308,3,It's really a great product according to this price range I love it thank you Flipkart and I purchase extra  warrantyREAD MORE
309,5,Good tv in the picture and sound quality.READ MORE
310,4,"Android 11 , 4k , 40 watt speaker ,2021 model hat else buy itREAD MORE"
311,5,Tv is very good. And pic quality also better. Buy without hesitate.READ MORE
312,5,Nice good qualityREAD MORE
313,5,Overall experience with Thomson TV is awesome after usage of one weekREAD MORE
314,4,Worth buying.READ MORE
315,5,Good TV First time trying Thomson product.READ MORE
316,5,Very good product thomson Thank you Flipkart Good SarviceREAD MORE
317,5,"I'm reviewing after one year it's a amazing TV. According to the price TV is superb. And it's picture clarity,sound system is perfect. After system update picture clarity is amazing.READ MORE"
318,5,Value for moneyREAD MORE
319,5,GoodREAD MORE
320,5,Initially I was confuse to go with this model only because it has single band wifi & few youtubers were saying 4k contents will not play smoothly if tv has single band wifi. I am using this tv since 20+ days and even 4k contents are playing without single buffer.Picture quality is really awesome. For sound i would suggest to buy soundbar for better result. Without second thought GO FOR IT.READ MORE
321,5,Sound and software performance is nice. But If you have experienced of mi Or 4k Nokia TV. You would miss something in picture quality. You would found little bit dark vivid picture mode. You have to stay with Movie mode.READ MORE
322,5,Damage product don't buy...READ MORE
323,5,"Good package deal it has some issue with cromecasting but no need clarity and sound is good as per price. Delivery delayed by 10 days , the craze of new tv gone .Some issue with usb connection 3rd party software has to be installed for browsing otherwise you have to switch off the TV then only you can found usb access..pathetic..All other thing are good as I said good package as per priceREAD MORE"
324,5,"product is good, but after sale services are bad or i would say pathetic and that too in Delhi. I have been using this product for the last 6 months. two issues I have faced as of now. 1. You have to manually update date and time daily to make it run as there is some technical problem with the model I have purchased, so pl look into it before buying this model. 2. Remote is not very battery savvy, you have to keep feeding batteries to it.READ MORE"
325,5,Remote functioning is poor so Company should work on that. A Smart TV without a functional remote is good for nothing. At this price it's ok product to make you happy.READ MORE
326,5,*Good to buy only little bit disappointed with sound cliarity and vole otherwise its worth to buy.READ MORE
327,5,"Connectivity very poor , it taking min 5 to 10 min to lanch the prime , YouTube any applicationREAD MORE"
328,5,This is a good product but Service is very poor. Even Complete protection plan itself is a type of cheating in case of any accidental damage.READ MORE
329,5,Very Bad quality .. Picture too much brightness and in HD channels you can get shaded pinky color in peoples face in TV.. Also sound says 30 watts but it seems less then 5 watt speaker output. like children toy  music... no bass at all...don't fall for this TV better go for branded like Samsung or Sony if you spend little more extra ... i used more then 3 months and i felt i did big mistake on this purchase...READ MORE
330,4,Very bad tvafter 1 month use tv motherboard damageREAD MORE
331,4,Dont buy Not only Tv but also Thomson products you will face lot hell through customer supportREAD MORE
332,5,Very nice 4k television in this budget range. My father loved the product and says Thomson se achcha koi nahin!READ MORE
333,5,Do not buy. Don't waste your hard-earned money. Very very slow startup. No customer service help. Overall a big NO.READ MORE
334,5,I never expecting such a bad product from a reputed company. First of all I said delivery and installation was done very quickly. They deliver 4 days before the date. The installation also done on the same day.The picture quality is very very worst. I have onida ordinary full HD TV earlier. It has very good picture and sound quality too. But in this thomson TV HD looks like a blurred image. Bluray only looks like a little bit HD.The sound is also very very worst. Normally we put 50 number f...READ MORE
335,4,Good over all and value for moneyREAD MORE
336,3,Nice productREAD MORE
337,5,"Could have been better if two band wifi, 2GB RAM and 16 GB storage would have been providedREAD MORE"
338,5,Good TV. Issue with Internet Connectivity. It shows Network as connected but still unable to load YouTube or other apps. Need to disconnect and reconnect WiFi.READ MORE
339,4,This tv is really a  very fantastic tv👌READ MORE
340,5,At present it works perfectly fine and everything is as explained and mentioned .. I dont know about the future..READ MORE
341,5,Nice productREAD MORE
342,5,Excellent tv at this price.. Picture quality is awesome.. Sound quality is better.. Connectivity is awesome.. Best in the market at this price.. Thomson is back after a decade...READ MORE
343,5,ProSuper picture clarity and soundConWiFi band is not 5GHz (Existing one is having good performance though)Google chrome browser not installed (Cab be installed via side load)READ MORE
344,4,Initially I was worried about picture and sound quality. After installation I am pretty satisfied with my decision to purchase Thomson 4K TV. I am having SD settop box but picture quality is still good. I don't know much about technology but my initial impressions is very good.READ MORE
345,5,Tv is good but Ram-1.75 gb &Rom 8gb not goodREAD MORE
346,5,Nice Tv . Value for moneyREAD MORE
347,4,Nice TV at reasonable priceREAD MORE
348,5,Overall tv is good but picture look in red tonREAD MORE
349,4,"Excellent quality picture and sound for given price. Only issue with Chromecast, there is a lot of lag in mirroring content via Android phone as well as ipad...rest no problem!READ MORE"
350,5,Thompson TV 43 inch is an excellent product......picture and sound quality are best....I will recommend anyone to buy this product ....best product in the rangeREAD MORE
351,5,this is awesome with google support... because the brand really good and their service and warranty am using the brand since 2010.READ MORE
352,3,Good TV and Good Installation  ServicesREAD MORE
353,5,Value for money with all necessary features with good quality. Overall good buy.READ MORE
354,4,Everything is good so far.READ MORE
355,5,"Worth buying, Value for money, Excellent video quality, truely surround sound. I don't need change speakers from TV to home theatre in parties or get together. But the after service is very poor. No reply from brand or any other. I am still waiting fro reply since 15 days just for a small thing like remote.READ MORE"
356,5,SuperREAD MORE
357,5,"Good product, quality of picture and sound is very good, made in India product with super qualityREAD MORE"
358,5,Good product value for moneyREAD MORE
359,4,"No way, its 30W.....speakers are super bad.....If you turn on the ceiling fan then you won't be able to hear anything even if you turn the volume to 100%.Thomson - Don't mention things which you cant provide.READ MORE"
360,5,Nt insulating in tvREAD MORE
361,5,"Doesn't deserve 5 Star Rating, only 1 star deserve, if you see the 5 star rating then people only give 5 star in the greed to get extra 3 months or 6 months extended warranty....it's just online hoax.....i reviewed it after using 3 months of productREAD MORE"
362,5,Plz don't buy this Product. Mother board having problem. Every 2 months once we need to change itREAD MORE
363,5,"TV REMOTE IS NOT WORKING FROM THE VERY FIRST DAY. AFTER CALLING MORE THAN 50 TIMES TO FLIPKART CUSTOMER CARE, THEY DID NOT PROVIDE ME ANY SOLUTION. I WILL NEVER SUGGEST ANYONE TO PURCHASE THIS. WORST EXPERIENCE EVER.READ MORE"
364,5,This is very poor productREAD MORE
365,5,Good product 👍👍👍READ MORE
366,5,Good tv loved itREAD MORE
367,4,Third classREAD MORE
368,4,Overall good package...thanx Flipkart.READ MORE
369,5,"Picture quality is good. Hdr not impressive. Thomson gave false specs list and that's really bad. Per specs, they listed features like usb3.0, memc, hdmi arc but nothing was there in tv. Thats disappointing. Please don't believe the specs that thomson listed. That's falseREAD MORE"
370,5,Horrible pictureREAD MORE
371,5,6th date booked....12 th date came......this is ips display if touch display..blur feel it....sounds low max 80 volume...it goood... 50 inch not good bcz down gold panel missingREAD MORE
372,5,Great picture quality at this price. Value for money product.READ MORE
373,5,Good product in this budgetBut very poor in service..READ MORE
374,4,"Super picture quality, 4k movies play very smoothly, value for money purchased in the TV.READ MORE"
375,4,Excellent tv and value for moneyBut my av port is is little bit prblm.. and i connect with rca cable.. to my settop box and the picture quality was stuffy and lagging...give me a solution..plzz and fix this prblm as  soon as possibleOtherwise the tv was pretty awesome. 4k content is premium.READ MORE
376,5,"Very good product, value for money .READ MORE"
377,5,"Value for money, excellent product. Picture and Sound is super.READ MORE"
379,5,"Do not buy this at all..If there is zero (0) star I would love to give that.Worst experience ever with Thomson LED TV..There is a spot appears on screen in 1 month , after replacing by many complaints. Another spot appears again on new TV..Worst customer service , irresponsive.Better to buy local tv from maket... Without any brand tag#ThomsonworstledTv brand IndiaREAD MORE"
380,4,"USB not working...no AUX port, 4k is just a word picture clarity is dull. Sound is not at all satisfactory. I had to buy an extra soundbar. Waste of money. Connectivity is not good too. Please don't waste money on this TV.READ MORE"
381,5,There is a lag in UHD picture connectivity and sometime video doesnt match with audio and also mkv format is not playable but in manual it says its compatible. Its a horible choice.READ MORE
382,5,Good picture & sound quality okREAD MORE
383,5,"PICTURE QUALITY & SOUND EFFECT  IS SUPERB , EXCELLENT PRODUCT FROM INDIAN COMPANY.READ MORE"
384,5,"Purchased 55 inch model,great product at this price. Picture & Sound quality is awesome. It's look truly premium with bezel less design. And it support all OTT platforms .READ MORE"
385,5,Very good picture quality but sound quality is average.READ MORE
386,4,Awesome Choice For This Price Range..Thanks Thomson. ..French LegancyREAD MORE
387,5,"Been using this TV for about 2 months now. Take my word for it, don't waste your money buying expensive brands - go for this one! Sound quality can be improved, but a good 5k speaker will do it for you. Picture quality is quite decent, remote is user friendly enough - Google assistant button is a big help. I wish there was a quick button to disconnect Bluetooth in a click, but I really won't hold that against it.READ MORE"
388,5,Now it has been one year. The colour of TV is changing in every second. We are unable to watch anything. It disturbs our eyes. Need assistanceREAD MORE
389,5,I have received totally 3 tvs (ordered 1 tv only) but 3rd tv only now installed because another 2 tvs had a display panel problem. So I have returned 2 times and 3rd time only I got the good product. So this a bad experience with Flip kart. But I don't know whether the problem belongs to Thomson or FlipkartREAD MORE
390,5,Audio out 3.5mm missing...Design super...Picture quality normal...Sound quality super...Flipcart delivery super..Remote over length and weight..Installation engineer do not explain and do not check all ports..He done just formality...READ MORE
391,5,There are some dead pixels within 2 years of uses.West of moneyREAD MORE
392,5,"Best product at this price Superb product, amazing pictures qualityNow we are having 5 thomson tv at home ranges from 43 to 55 inches. Replaced samsung and one plus with Thomson oath pro and oath pro Max seriesAmazing sound and picture qualityREAD MORE"
393,4,Good TV for the rate. Best picture quality. Decent soundREAD MORE
394,4,"Ofcourse in this range you won't get the ""best"" picture quality. The best part of these 43 incher 4ks is HD content looks better than let's say a 55inch 4k. Coming to this TV, the brightness is okay. HDR performance is okay. But I can say say so because i have other 800 nits premium TVs to compare with. In this price range i don't think you can go wrong with this one though.READ MORE"
395,5,"I have purchased this TV before 15 days. Delivery and Installation done in time. Picture, Sound, Connectivity and performance is very good. Value for Money in this segment. I am planning for another 55 or 65 inch.READ MORE"
396,5,Thanks to flikart for intime delivery. Person  came for installing is also explained the complete functions nicely. The quality of product is very good.READ MORE
397,5,"In 2nd day itself started problem, internet disconnect issue ...Horrible customer care ..not respond as well ..we don't have refund option..I don't know what to doREAD MORE"
398,5,"This product is value for money, but the sound is not Dolby digital, no bass effectREAD MORE"
399,4,I purchased this product 30999/-....after using 5 months I am writing this review......picture quality is good.....sound is enough....connectivity is good.....overall tv working is good...I am happy with this product......good product.....thank u flipkart...READ MORE
400,3,VERY BAD SERVICE AND RESPONDING PRODUCT IS TOO BADREAD MORE
401,5,Picture qualityREAD MORE
402,5,super quality super picture my money workableREAD MORE
403,5,"Good, connectivityREAD MORE"
404,4,"Amazing product and good  installation, but very bad demonstration especially Tamil arasan is very very worst demonstration. In fact how to to connect the mirror casting system Android TV to mobile phone the correct explanation is not given. He run away while I was listening, you are so stupid man and he has a bad name for your company.READ MORE"
405,4,Brightness is very lowREAD MORE
406,5,Superb tv.. excellent viewing angle.. no issues in viewing and connectivity. Built-in Chromecast is a good feature to have.READ MORE
407,5,"The only problem I am facing with this tv is that the wifi connection has to reset again after every shutdown :(  though its connected wifi, it cannot connect to wifi. I have to forget the network and re-add the same again and it starts working. Rest other everything is fantastic.READ MORE"
408,5,"Just a wow..... Nothing to say.... If you need an INDIAN make.... More better than Nokia, Mi, and etc all......dolby vision here, dolby audio here, all required apps here.... Then what do you want..... More than these.... Just go for it.... Installation have been finished smoothly.....READ MORE"
409,5,It's good and worthful product at this costREAD MORE
410,5,Excellent..ExperienceREAD MORE
411,5,This is 2yr experience Reviewing the TV was ok but i doubted the quality of the tv  after 2years my tv backlights were not working and now i have no warranty on the product People are asking around 10k to replace all backlights on my tv now i feel not good option to buy Thomson telivision because it's 1/3 of my tv amount. Please go for good bands and don't buy large screen TVs you feel horrible while doing repairs.READ MORE
412,5,After one year completed display problemREAD MORE
413,5,The worst product had display issues twice in two year.READ MORE
414,5,Products and Quality is Very Good and picture quality is also good but one thing I faced installation and Service is completely 0 rating.READ MORE
415,5,Its greatREAD MORE
416,4,"It is a value for money product. Fit and finish is not that good. In my case there is a gap at one side of TV screen and body (border) of the TV. Other than that, picture quality, sound quality, connectivity, software etc are good. Installation was also satisfactory.READ MORE"
417,5,Probably one of those best purchases i have made.Excellent value for money.Good in all parameters.Just go for it. You won't regret 👍READ MORE
418,5,It's AWESOME 😊 performance.. Thank you Flipkart ❤️❤️❤️READ MORE
419,5,So good productREAD MORE
420,5,I like this product. Performance is better than big brandsREAD MORE
421,5,After one year my Thomson 43 inch LED TV display is not working. Very cheap and very bad product.READ MORE
422,5,"Value for money overall good experience except sound quality  though descent loud enough ,but still could have been little betterREAD MORE"
424,5,Very nice product. Value of money 👌🏻READ MORE
425,5,Best quality super soundREAD MORE
426,5,Value for moneyBest qualityREAD MORE
427,5,55 in superREAD MORE
428,5,Worth for money .. installation done on same day ..thank you FlipkartREAD MORE
429,5,In this price budget quality is goodGo for itREAD MORE
430,4,"Poor picture quality, Being a 4k tv it doesnt supports 5GHz wifi band that results in unnecessary buffering.Frequent auto restart, remote gets disconnected frequently.READ MORE"
431,5,"Very bad experience,never buy Thomson and any electronic product from FlipkartThey are making fools usDelivered very worst productService center are not supportingTrying regularlyNever buy any products from FlipkartREAD MORE"
432,5,"When it connected to HDMI 2 after a minute it goes off and showing connected to HDMI 1, again i am going to input and clicks on HDMI 2..did is happening every time when I start TV..READ MORE"
433,5,Line in displayREAD MORE
435,4,"Product was good but only for 3-4 months ,After that screen show problem and no solution from company. I am facing so much problem.READ MORE"
436,5,Updated issue internet not working.READ MORE
437,5,I hv purchased this tv..and i am glad to say that its working fine even beyond aspectation.. thank you FlipkartREAD MORE
438,5,Very good tvREAD MORE
439,4,Worst tv purchased ever. Customer support is worst. Had display issue within 2 years. Don't ever go for Thomson brandREAD MORE
440,5,Nice product and good qualityREAD MORE
441,5,"Custommer support not good, so i m not happy, please don't buy this TVREAD MORE"
442,5,"Nice experience ,good packaging,and instant delivery and good installation done by the partner.I am satisfied fully with the tv abd picture quality.READ MORE"
443,5,Very very  most bad item ..a new 43inc led after 13th months tv panel is damages ...we don't know who is responsible for this flip or thomson.any one help us for resolve the matter as soon as possible.Most 3rd class products don't purchase any oneREAD MORE
444,4,Good qualityREAD MORE
446,4,This is a amazing tvREAD MORE
447,3,Value for each penny paid for this... Amazing picture quality.READ MORE
448,5,Excellent productREAD MORE
449,5,Nice 55 inc is very big tv.READ MORE
450,5,"The television experience was excellent overall. After 2 months of usage it had some picture issue. So they replaced with new TV. It took little while to replace, but that's fineREAD MORE"
451,4,Very Good TVREAD MORE
453,4,"Average product, not better but good TV as that's rangeREAD MORE"
454,5,TV quality is gd and connectivity is also gd. However installation part was not gd experience from flipkart team.READ MORE
455,5,"it's Awesome , And Very Smooth Picture Quality. Really Love this TV.READ MORE"
456,4,Sound & Picture Quality is excellentREAD MORE
457,5,i am happyREAD MORE
458,5,Excellent TV in affordable priceREAD MORE
459,4,"Pretty nice... Screen is very very good, and other specs mentioned above are proven by these product... Overall good experience till now..... ✌🏻READ MORE"
460,3,Value of monyREAD MORE
461,5,"Very nice, clarity and good sound effectsREAD MORE"
462,5,Value for money product.READ MORE
463,3,"Nice Tv ,worth for moneyREAD MORE"
464,5,"Hlo guy's don't buy Thomson tv,  in my tv suddenly comes lines in display, customer service worst, nd service is very bad,  now my replacement or repair not Don till now after one month, no body care about your TV... Very worst.. Very worstREAD MORE"
465,4,Dolby sound very good.display quality also very good.go for it....worth every pennyREAD MORE
466,5,Worrest TV don't purchase.READ MORE
467,5,value of Money.. mashaAllah good productREAD MORE
468,5,Very slow starting and some time blank display also some time remote not supported to tvREAD MORE
469,4,Overall tv good super for money two years is overREAD MORE
470,5,Go for itREAD MORE
471,5,As per price best quality in Thomson i will used Thomson tv last 2 yearREAD MORE
472,4,"TV is just OK, it is a old model. Main disappointment is it doesn't support dual band WiFi so online streaming experience is little buffer.READ MORE"
473,5,Wall mount is not available with the 75 inch TV Neither it is available with flipkart according to the customer care Jeevs installation team told it should be provided by FlipkartCan not comment on Quality of TV as it is yet to be installedREAD MORE
474,5,After many research bought this 43 inch tv. Happy with the product i have receivedAwesome build qualityAwesome picture qualityAwesome sound with dolbyVery Smooth operationOnly aux missing but other connectivity options make up for itREAD MORE
475,4,Product is very good but poor in installation supportREAD MORE
477,5,There is no Aux optionREAD MORE
478,3,"Wifi connection is not working from the day of delivery the product, very bad experienceREAD MORE"
479,5,I was not expecting so much quality from this tv. The Chromecast is working at good speed. I was expecting that i will have to buy firestick. However it is not requiredREAD MORE
480,5,This is the best tv you can get in this price segmentREAD MORE
481,5,Superb thanks to Thomson TV makersREAD MORE
482,5,Good product in this price rangeREAD MORE
483,4,"Best for it’s price. 4K video and full hd videos picture quality is amazing. Sound is good too, I’m not using external speakers as the sound quality is satisfying.READ MORE"
484,4,good product in this price range 4K UHDREAD MORE
485,5,"Good one No issue.As  discussed with technician,nowadays most of the the TV above 32  inch is getting complaints after one or two year. So better to go for warranty extension.READ MORE"
486,5,"Very poor service, please don't buy this product. In every 10-15 days you have to face any issues.READ MORE"
487,5,This is one of the best TVs in the market I really appreciate the quality of the product thanks ThomsonREAD MORE
488,4,Value for money nice 👍 oneREAD MORE
489,5,Picture and sound clarity is really very very goodREAD MORE
490,3,"Just want to saw Awesome all features in one TV  Connectivity , app, sound, screen quality all goodREAD MORE"
491,5,"Picture quality in SD mode not as good as samsung/LG. With HD, picture is better.READ MORE"
492,4,manual not provide. very diffuclt to read on tvREAD MORE
493,4,"Worth for money . Great picture quality, Dolby audio was too good. Over all budget 55 inch tv. Cons Wall mount was very basicREAD MORE"
494,5,Good product at this price point.READ MORE
495,5,"Although I had to wait till late evening for the delivery, the installation expert made up for it and was punctual and very thorough.  I've used the TV for a day and am happy with the experience so far.READ MORE"
497,4,Good TV at given price segment. Has a premiur lookREAD MORE
498,5,Worth buying thanks team flipkart 👍👏💯READ MORE
499,5,The picture quality is to superb. It's a bezel less design. Sound quality is also good. Overall Thomson makes a good.READ MORE
500,4,GoodREAD MORE
501,4,"Excellent, Good picture and sound quality packing is good. I wish to give extra warranty from Thomson.READ MORE"
502,5,TV picture quality is superbREAD MORE
503,5,It Is A Good T.V And I Think It Will Be Suitable For Long Time Uses.READ MORE
504,5,Very user friendly interface and good sound with connectivity and 4k screen display. VFM product...READ MORE
505,5,"Under this price very reasonable product to buy this 4k tv ,it's giving good quality in picture...READ MORE"
506,5,Lots of android app is not available and not even apk files are working. Chromecast is very confusing to connectREAD MORE
507,4,Superb pictures quality superb connectivity thanku FlipkartREAD MORE
508,5,So as of now ok.. will post a detailed review after a monthREAD MORE
509,5,Its osmREAD MORE
510,3,Super..READ MORE
511,5,"Excellent Picture, Good Sound & Prompt Installation  - Overall Great Package !READ MORE"
512,5,Demage piece delivered remote not working with in 10 days of use very wrost quality tv ever I saw in my life don't buy this TVREAD MORE
513,5,Excellent product value of money go for itREAD MORE
514,5,4K TV at this Price is Good.. Good Configuration... Picture quality is Good..I have received.. the Unit with inTime Delivery.READ MORE
515,5,Very Good. Satisfied. Prompt delivery and installation.READ MORE
516,5,TV suddenly conked off & isn’t working just after two months .. It’s a horrible productREAD MORE
517,5,Great pictures and sound qualityREAD MORE
518,5,Good purchase at this priceREAD MORE
519,5,Don't buy this TV after 5 month display gone and customer care not respondig to rectify the issues on immediately. Almost 25 days over still not rectified. Customer care executives not respondig properly. Don't waste the money for this product.READ MORE
